step,learn/loss,learn/td_abs_mean,learn/grad_norm,learn/grad_steps,learn/nonfinite_streak,episode/return,episode/length,track/luigi_circuit_tt/episode_return,track/luigi_circuit_tt/episode_length,env_steps,grad_steps,replay/capacity,replay/fill_ratio,env/id,reward/checkpoint,reward/offroad,reward/wall,reward/finish,reward/position,reward/total,track_sampler/luigi_circuit_tt/weight
68,0.37628403306007385,0.37273135781288147,12.853757858276367,64,0,,,,,,,,,,,,,,,,
68,0.2148839235305786,0.2975551187992096,4.499761581420898,65,0,,,,,,,,,,,,,,,,
68,0.19139663875102997,0.2742713689804077,3.9431655406951904,66,0,,,,,,,,,,,,,,,,
68,0.31091779470443726,0.3538167476654053,9.8696928024292,67,0,,,,,,,,,,,,,,,,
68,0.5125331878662109,0.44388347864151,14.951163291931152,68,0,,,,,,,,,,,,,,,,
70,0.14530900120735168,0.23369565606117249,1.6108393669128418,69,0,,,,,,,,,,,,,,,,
70,0.29810968041419983,0.327384889125824,2.9021005630493164,70,0,,,,,,,,,,,,,,,,
71,0.292852520942688,0.34423524141311646,7.893301963806152,71,0,,,,,,,,,,,,,,,,
72,2.730623722076416,1.2154920101165771,40.809112548828125,72,0,,,,,,,,,,,,,,,,
73,0.89701908826828,0.5956862568855286,18.460731506347656,73,0,,,,,,,,,,,,,,,,
74,0.2456190139055252,0.3137836456298828,4.927721977233887,74,0,,,,,,,,,,,,,,,,
75,0.28982609510421753,0.32873573899269104,4.823572635650635,75,0,,,,,,,,,,,,,,,,
76,0.9704291820526123,0.6564345359802246,27.20782470703125,76,0,,,,,,,,,,,,,,,,
77,0.31306323409080505,0.3272644877433777,10.416354179382324,77,0,,,,,,,,,,,,,,,,
78,0.28695395588874817,0.3163487911224365,10.44388484954834,78,0,,,,,,,,,,,,,,,,
79,0.2599264681339264,0.2977033853530884,7.190421104431152,79,0,,,,,,,,,,,,,,,,
80,0.8914940357208252,0.608607828617096,30.198728561401367,80,0,,,,,,,,,,,,,,,,
81,0.7659828662872314,0.5544054508209229,10.975557327270508,81,0,,,,,,,,,,,,,,,,
82,0.9503767490386963,0.6832324862480164,30.747831344604492,82,0,,,,,,,,,,,,,,,,
83,0.5558794140815735,0.4344301223754883,17.306869506835938,83,0,,,,,,,,,,,,,,,,
84,0.39099588990211487,0.3749404847621918,11.964016914367676,84,0,,,,,,,,,,,,,,,,
85,0.23002375662326813,0.30189892649650574,9.222617149353027,85,0,,,,,,,,,,,,,,,,
87,0.3044208884239197,0.3250807821750641,7.821512699127197,86,0,,,,,,,,,,,,,,,,
87,1.0483852624893188,0.7146742343902588,33.99310302734375,87,0,,,,,,,,,,,,,,,,
88,1.1930232048034668,0.7147984504699707,33.13806915283203,88,0,,,,,,,,,,,,,,,,
89,0.21868139505386353,0.26605069637298584,6.5362548828125,89,0,,,,,,,,,,,,,,,,
91,0.3336282968521118,0.36130645871162415,12.849780082702637,90,0,,,,,,,,,,,,,,,,
91,0.13416513800621033,0.23043495416641235,1.467132568359375,91,0,,,,,,,,,,,,,,,,
92,0.21359318494796753,0.2817879915237427,2.271360158920288,92,0,,,,,,,,,,,,,,,,
93,0.589134156703949,0.4742708206176758,16.198720932006836,93,0,,,,,,,,,,,,,,,,
94,0.3911253809928894,0.3795430064201355,16.17327308654785,94,0,,,,,,,,,,,,,,,,
96,0.6546622514724731,0.5306830406188965,20.45134925842285,95,0,,,,,,,,,,,,,,,,
96,0.22298745810985565,0.27276673913002014,7.583451271057129,96,0,,,,,,,,,,,,,,,,
97,0.21887603402137756,0.27261883020401,9.433746337890625,97,0,,,,,,,,,,,,,,,,
98,0.2368239313364029,0.2964789867401123,2.94966459274292,98,0,,,,,,,,,,,,,,,,
99,0.31056416034698486,0.308601975440979,4.203826904296875,99,0,,,,,,,,,,,,,,,,
101,2.2896056175231934,1.0678133964538574,41.55323791503906,100,0,,,,,,,,,,,,,,,,
101,0.4353693723678589,0.4385698735713959,16.314865112304688,101,0,,,,,,,,,,,,,,,,
102,0.3471183776855469,0.3689209818840027,11.728373527526855,102,0,,,,,,,,,,,,,,,,
103,1.206301212310791,0.7663357853889465,30.583030700683594,103,0,,,,,,,,,,,,,,,,
104,0.21765026450157166,0.2677333354949951,8.711814880371094,104,0,,,,,,,,,,,,,,,,
105,0.13196614384651184,0.21889090538024902,4.091866970062256,105,0,,,,,,,,,,,,,,,,
106,0.19565635919570923,0.2757960259914398,6.4560136795043945,106,0,,,,,,,,,,,,,,,,
107,0.3745136260986328,0.39335572719573975,12.124531745910645,107,0,,,,,,,,,,,,,,,,
109,0.3180233836174011,0.3341965079307556,11.055769920349121,108,0,,,,,,,,,,,,,,,,
109,0.18718302249908447,0.25775524973869324,2.252920389175415,109,0,,,,,,,,,,,,,,,,
111,0.40317273139953613,0.4083127975463867,12.861529350280762,110,0,,,,,,,,,,,,,,,,
111,0.28802138566970825,0.34121203422546387,10.785865783691406,111,0,,,,,,,,,,,,,,,,
112,1.7574483156204224,0.9131412506103516,39.427223205566406,112,0,,,,,,,,,,,,,,,,
113,0.23030024766921997,0.30062365531921387,5.540585041046143,113,0,,,,,,,,,,,,,,,,
114,0.5131939649581909,0.4422445595264435,14.90699577331543,114,0,,,,,,,,,,,,,,,,
115,0.29165905714035034,0.3325265347957611,8.055233001708984,115,0,,,,,,,,,,,,,,,,
116,0.7772582769393921,0.6101757287979126,23.27362823486328,116,0,,,,,,,,,,,,,,,,
117,0.3179931938648224,0.3500412106513977,9.903932571411133,117,0,,,,,,,,,,,,,,,,
118,0.19476096332073212,0.25507616996765137,5.490525722503662,118,0,,,,,,,,,,,,,,,,
120,0.2098066508769989,0.2956393361091614,2.3111677169799805,119,0,,,,,,,,,,,,,,,,
120,1.3154442310333252,0.7952331304550171,36.796077728271484,120,0,,,,,,,,,,,,,,,,
121,0.5279183387756348,0.45761919021606445,14.41063404083252,121,0,,,,,,,,,,,,,,,,
122,0.5997351408004761,0.4690166711807251,18.219165802001953,122,0,,,,,,,,,,,,,,,,
123,0.1830035150051117,0.26227623224258423,8.471921920776367,123,0,,,,,,,,,,,,,,,,
125,0.1226143017411232,0.20796112716197968,1.8781712055206299,124,0,,,,,,,,,,,,,,,,
125,1.252525806427002,0.7370585203170776,30.47690200805664,125,0,,,,,,,,,,,,,,,,
126,0.1950114667415619,0.29455623030662537,4.362471580505371,126,0,,,,,,,,,,,,,,,,
127,0.24083973467350006,0.32912805676460266,7.887549877166748,127,0,,,,,,,,,,,,,,,,
129,0.34746646881103516,0.3819614052772522,12.137308120727539,128,0,,,,,,,,,,,,,,,,
129,0.252643346786499,0.349359393119812,9.463863372802734,129,0,,,,,,,,,,,,,,,,
130,1.1691166162490845,0.7366930246353149,23.51811981201172,130,0,,,,,,,,,,,,,,,,
131,0.15960070490837097,0.2503853738307953,5.438760757446289,131,0,,,,,,,,,,,,,,,,
132,0.18387092649936676,0.25836512446403503,3.6459567546844482,132,0,,,,,,,,,,,,,,,,
133,0.4391022324562073,0.4011692404747009,17.316856384277344,133,0,,,,,,,,,,,,,,,,
134,0.4584358334541321,0.42569518089294434,12.821430206298828,134,0,,,,,,,,,,,,,,,,
136,0.3051753044128418,0.3396120071411133,9.380257606506348,135,0,,,,,,,,,,,,,,,,
136,0.22949670255184174,0.29958415031433105,9.547231674194336,136,0,,,,,,,,,,,,,,,,
138,0.15662449598312378,0.24751175940036774,6.7649827003479,137,0,,,,,,,,,,,,,,,,
138,2.3131155967712402,1.094908595085144,44.61256790161133,138,0,,,,,,,,,,,,,,,,
139,0.34030917286872864,0.3601207137107849,11.243123054504395,139,0,,,,,,,,,,,,,,,,
140,0.2790449559688568,0.3369232714176178,9.768974304199219,140,0,,,,,,,,,,,,,,,,
141,0.6946700811386108,0.547650933265686,24.249711990356445,141,0,,,,,,,,,,,,,,,,
142,0.26677945256233215,0.3325117528438568,11.04079818725586,142,0,,,,,,,,,,,,,,,,
143,0.20357561111450195,0.27879905700683594,9.932184219360352,143,0,,,,,,,,,,,,,,,,
144,0.5761426687240601,0.4831693470478058,20.192672729492188,144,0,,,,,,,,,,,,,,,,
145,0.9204530119895935,0.61768639087677,30.184341430664062,145,0,,,,,,,,,,,,,,,,
146,0.2561415433883667,0.2976003885269165,5.47318172454834,146,0,,,,,,,,,,,,,,,,
147,0.17967279255390167,0.273486852645874,6.973333835601807,147,0,,,,,,,,,,,,,,,,
148,0.18261222541332245,0.2565780282020569,5.248847484588623,148,0,,,,,,,,,,,,,,,,
149,0.12052304297685623,0.2433050125837326,4.780879020690918,149,0,,,,,,,,,,,,,,,,
150,0.30143940448760986,0.34154316782951355,12.823782920837402,150,0,,,,,,,,,,,,,,,,
151,0.2784998416900635,0.3280975818634033,7.750669479370117,151,0,,,,,,,,,,,,,,,,
152,0.3081699013710022,0.3305402100086212,13.143643379211426,152,0,,,,,,,,,,,,,,,,
153,0.2615804970264435,0.29496046900749207,7.309199333190918,153,0,,,,,,,,,,,,,,,,
154,0.2889854907989502,0.32935819029808044,10.895687103271484,154,0,,,,,,,,,,,,,,,,
155,0.22041568160057068,0.26532331109046936,8.136906623840332,155,0,,,,,,,,,,,,,,,,
156,0.32527458667755127,0.36153632402420044,12.0553560256958,156,0,,,,,,,,,,,,,,,,
157,0.37513041496276855,0.3837088644504547,15.141219139099121,157,0,,,,,,,,,,,,,,,,
158,1.9476462602615356,1.0081133842468262,37.21445846557617,158,0,,,,,,,,,,,,,,,,
159,0.21301627159118652,0.2712145745754242,7.66917085647583,159,0,,,,,,,,,,,,,,,,
160,0.12537284195423126,0.21964958310127258,3.186774969100952,160,0,,,,,,,,,,,,,,,,
161,0.6674421429634094,0.5485516786575317,23.86625862121582,161,0,,,,,,,,,,,,,,,,
162,0.5284367799758911,0.457177996635437,17.100439071655273,162,0,,,,,,,,,,,,,,,,
163,0.9181778430938721,0.638566255569458,27.30794906616211,163,0,,,,,,,,,,,,,,,,
164,0.1918901950120926,0.26205572485923767,6.7438788414001465,164,0,,,,,,,,,,,,,,,,
165,0.3768182396888733,0.3810442090034485,10.704926490783691,165,0,,,,,,,,,,,,,,,,
166,0.22312551736831665,0.28750765323638916,9.406214714050293,166,0,,,,,,,,,,,,,,,,
167,0.4178350567817688,0.39042535424232483,19.960622787475586,167,0,,,,,,,,,,,,,,,,
168,0.5879898071289062,0.5214366912841797,18.533472061157227,168,0,,,,,,,,,,,,,,,,
169,0.21787631511688232,0.25522130727767944,4.777591705322266,169,0,,,,,,,,,,,,,,,,
170,0.1484156996011734,0.2336071878671646,4.329714298248291,170,0,,,,,,,,,,,,,,,,
171,1.7514442205429077,0.9470826387405396,40.73905944824219,171,0,,,,,,,,,,,,,,,,
172,2.082496404647827,1.0113199949264526,33.93865203857422,172,0,,,,,,,,,,,,,,,,
173,0.21355986595153809,0.2814134359359741,5.879718780517578,173,0,,,,,,,,,,,,,,,,
174,0.3642329275608063,0.36735832691192627,12.803386688232422,174,0,,,,,,,,,,,,,,,,
175,0.20174863934516907,0.29415076971054077,4.355675220489502,175,0,,,,,,,,,,,,,,,,
176,0.27447792887687683,0.3342401385307312,8.190143585205078,176,0,,,,,,,,,,,,,,,,
177,0.4757425785064697,0.44454413652420044,13.235210418701172,177,0,,,,,,,,,,,,,,,,
178,0.47615453600883484,0.42784327268600464,16.163684844970703,178,0,,,,,,,,,,,,,,,,
179,0.2497258335351944,0.3249759078025818,9.025586128234863,179,0,,,,,,,,,,,,,,,,
180,0.6018332242965698,0.49808260798454285,16.96477699279785,180,0,,,,,,,,,,,,,,,,
182,0.6018780469894409,0.46160173416137695,20.629697799682617,181,0,,,,,,,,,,,,,,,,
182,2.283174514770508,1.0219926834106445,45.2252197265625,182,0,,,,,,,,,,,,,,,,
183,0.2301519811153412,0.2954564392566681,7.777915954589844,183,0,,,,,,,,,,,,,,,,
184,0.14342480897903442,0.2279067188501358,1.4378482103347778,184,0,,,,,,,,,,,,,,,,
185,0.22804798185825348,0.28795942664146423,4.349942207336426,185,0,,,,,,,,,,,,,,,,
186,0.15006430447101593,0.24491508305072784,3.80165958404541,186,0,,,,,,,,,,,,,,,,
187,0.43204015493392944,0.4020601511001587,10.915693283081055,187,0,,,,,,,,,,,,,,,,
188,0.3783578872680664,0.3338845372200012,10.608010292053223,188,0,,,,,,,,,,,,,,,,
189,0.36844226717948914,0.35817259550094604,10.402268409729004,189,0,,,,,,,,,,,,,,,,
190,0.24552451074123383,0.2886301279067993,4.469634056091309,190,0,,,,,,,,,,,,,,,,
191,0.2358325719833374,0.2855418920516968,4.32869291305542,191,0,,,,,,,,,,,,,,,,
192,0.39745357632637024,0.38802462816238403,11.239924430847168,192,0,,,,,,,,,,,,,,,,
194,0.8597375750541687,0.6053631901741028,21.302331924438477,193,0,,,,,,,,,,,,,,,,
194,0.38518792390823364,0.3815962076187134,9.446568489074707,194,0,,,,,,,,,,,,,,,,
195,0.25635963678359985,0.3394865095615387,3.537717342376709,195,0,,,,,,,,,,,,,,,,
196,1.2526493072509766,0.7449370622634888,28.54220199584961,196,0,,,,,,,,,,,,,,,,
197,0.23067039251327515,0.2675156593322754,4.256962299346924,197,0,,,,,,,,,,,,,,,,
198,0.894041121006012,0.612625241279602,24.201698303222656,198,0,,,,,,,,,,,,,,,,
199,0.4354390501976013,0.40495821833610535,15.284445762634277,199,0,,,,,,,,,,,,,,,,
200,1.0136302709579468,0.6752244234085083,21.55436134338379,200,0,,,,,,,,,,,,,,,,
201,0.720416247844696,0.5237860083580017,22.860681533813477,201,0,,,,,,,,,,,,,,,,
202,0.34689778089523315,0.32689958810806274,10.886544227600098,202,0,,,,,,,,,,,,,,,,
203,0.20372410118579865,0.27083998918533325,3.4032061100006104,203,0,,,,,,,,,,,,,,,,
204,2.430466651916504,1.0968711376190186,41.498748779296875,204,0,,,,,,,,,,,,,,,,
205,0.7515484690666199,0.5718965530395508,22.620403289794922,205,0,,,,,,,,,,,,,,,,
206,0.8801593780517578,0.5996149778366089,22.073440551757812,206,0,,,,,,,,,,,,,,,,
207,0.34386104345321655,0.344664990901947,8.175458908081055,207,0,,,,,,,,,,,,,,,,
209,0.37419164180755615,0.3859655261039734,5.881512641906738,208,0,,,,,,,,,,,,,,,,
209,1.134310007095337,0.6974082589149475,26.68216323852539,209,0,,,,,,,,,,,,,,,,
210,0.2088485062122345,0.27979594469070435,3.7296042442321777,210,0,,,,,,,,,,,,,,,,
211,0.29066309332847595,0.3249916434288025,2.2851736545562744,211,0,,,,,,,,,,,,,,,,
212,0.5156572461128235,0.4446040689945221,13.02942943572998,212,0,,,,,,,,,,,,,,,,
214,1.2659915685653687,0.7627780437469482,29.17905616760254,213,0,,,,,,,,,,,,,,,,
214,0.47070544958114624,0.42503607273101807,13.780632972717285,214,0,,,,,,,,,,,,,,,,
215,0.25124621391296387,0.3241015374660492,1.5513914823532104,215,0,,,,,,,,,,,,,,,,
216,0.2424224615097046,0.30283796787261963,4.998279571533203,216,0,,,,,,,,,,,,,,,,
217,0.9207476377487183,0.5925830602645874,23.921932220458984,217,0,,,,,,,,,,,,,,,,
218,0.3341553807258606,0.34425947070121765,9.178386688232422,218,0,,,,,,,,,,,,,,,,
219,0.7728209495544434,0.5570508241653442,19.384613037109375,219,0,,,,,,,,,,,,,,,,
220,1.3567479848861694,0.7676399946212769,32.28987503051758,220,0,,,,,,,,,,,,,,,,
221,1.2906416654586792,0.7393771409988403,30.999752044677734,221,0,,,,,,,,,,,,,,,,
223,1.0780346393585205,0.7069257497787476,30.106124877929688,222,0,,,,,,,,,,,,,,,,
223,1.1957948207855225,0.7660080194473267,27.287593841552734,223,0,,,,,,,,,,,,,,,,
224,0.25797778367996216,0.29061001539230347,7.52539587020874,224,0,,,,,,,,,,,,,,,,
225,0.4544716477394104,0.43523848056793213,15.249985694885254,225,0,,,,,,,,,,,,,,,,
226,1.245253562927246,0.7635853886604309,27.740663528442383,226,0,,,,,,,,,,,,,,,,
227,1.4480693340301514,0.7917815446853638,29.33026695251465,227,0,,,,,,,,,,,,,,,,
228,0.2658195495605469,0.3013457655906677,6.522747039794922,228,0,,,,,,,,,,,,,,,,
229,0.2906638979911804,0.32675260305404663,6.9445319175720215,229,0,,,,,,,,,,,,,,,,
230,1.1903783082962036,0.7094607949256897,23.234508514404297,230,0,,,,,,,,,,,,,,,,
231,0.34224551916122437,0.3806430697441101,8.143637657165527,231,0,,,,,,,,,,,,,,,,
232,1.7218966484069824,0.9275056719779968,30.21586799621582,232,0,,,,,,,,,,,,,,,,
233,0.9983401298522949,0.6828827857971191,19.065807342529297,233,0,,,,,,,,,,,,,,,,
234,1.2226054668426514,0.7484549283981323,25.558456420898438,234,0,,,,,,,,,,,,,,,,
235,0.6369965076446533,0.5542526245117188,15.090023040771484,235,0,,,,,,,,,,,,,,,,
236,0.8566535115242004,0.5795085430145264,19.546810150146484,236,0,,,,,,,,,,,,,,,,
237,0.3035036623477936,0.32319459319114685,7.6743035316467285,237,0,,,,,,,,,,,,,,,,
238,2.8729968070983887,1.2590984106063843,36.33145523071289,238,0,,,,,,,,,,,,,,,,
239,2.6577224731445312,1.141220211982727,35.09230041503906,239,0,,,,,,,,,,,,,,,,
240,0.3962564468383789,0.40590962767601013,11.997308731079102,240,0,,,,,,,,,,,,,,,,
241,2.1904942989349365,1.1220417022705078,39.54472351074219,241,0,,,,,,,,,,,,,,,,
242,1.2571234703063965,0.7402350902557373,26.732864379882812,242,0,,,,,,,,,,,,,,,,
243,0.7937221527099609,0.6044406890869141,18.553382873535156,243,0,,,,,,,,,,,,,,,,
244,1.189829707145691,0.6887344717979431,22.718111038208008,244,0,,,,,,,,,,,,,,,,
245,1.5310914516448975,0.7898141741752625,28.48336410522461,245,0,,,,,,,,,,,,,,,,
246,0.9443689584732056,0.6237497329711914,18.94955062866211,246,0,,,,,,,,,,,,,,,,
247,0.5359524488449097,0.44808757305145264,12.799234390258789,247,0,,,,,,,,,,,,,,,,
248,0.5094358921051025,0.45111554861068726,14.305587768554688,248,0,,,,,,,,,,,,,,,,
249,1.2682009935379028,0.773327112197876,30.57849884033203,249,0,,,,,,,,,,,,,,,,
250,0.8129447102546692,0.6226723194122314,25.155546188354492,250,0,,,,,,,,,,,,,,,,
251,1.8494406938552856,0.9554504156112671,32.31253433227539,251,0,,,,,,,,,,,,,,,,
252,0.25054097175598145,0.2962968349456787,3.9531071186065674,252,0,,,,,,,,,,,,,,,,
253,0.23830066621303558,0.30951449275016785,4.589155197143555,253,0,,,,,,,,,,,,,,,,
254,0.3271976709365845,0.32943764328956604,3.231419801712036,254,0,,,,,,,,,,,,,,,,
255,1.789964199066162,0.9659856557846069,30.64020538330078,255,0,,,,,,,,,,,,,,,,
256,0.5682410001754761,0.47267651557922363,14.005525588989258,256,0,,,,,,,,,,,,,,,,
257,0.25843238830566406,0.3046107292175293,5.064402103424072,257,0,,,,,,,,,,,,,,,,
258,1.294532299041748,0.781048059463501,23.361412048339844,258,0,,,,,,,,,,,,,,,,
259,0.20673266053199768,0.2789749503135681,2.461756944656372,259,0,,,,,,,,,,,,,,,,
260,0.3567335605621338,0.38382959365844727,10.04518985748291,260,0,,,,,,,,,,,,,,,,
261,1.3803019523620605,0.7857624292373657,23.40461540222168,261,0,,,,,,,,,,,,,,,,
262,0.9463925957679749,0.6332301497459412,21.644500732421875,262,0,,,,,,,,,,,,,,,,
263,0.8237003087997437,0.5686613321304321,20.820480346679688,263,0,,,,,,,,,,,,,,,,
264,2.285947322845459,1.0797289609909058,33.9412727355957,264,0,,,,,,,,,,,,,,,,
265,1.5202538967132568,0.8369905948638916,29.208757400512695,265,0,,,,,,,,,,,,,,,,
266,2.3372416496276855,1.117866039276123,35.90861129760742,266,0,,,,,,,,,,,,,,,,
267,0.44967228174209595,0.4062116742134094,10.894161224365234,267,0,,,,,,,,,,,,,,,,
268,0.8676208853721619,0.6170752048492432,23.826923370361328,268,0,,,,,,,,,,,,,,,,
269,0.47058841586112976,0.43005913496017456,10.145103454589844,269,0,,,,,,,,,,,,,,,,
270,0.27329710125923157,0.30839991569519043,4.061654090881348,270,0,,,,,,,,,,,,,,,,
271,0.5642311573028564,0.47931548953056335,14.585482597351074,271,0,,,,,,,,,,,,,,,,
272,2.6864147186279297,1.2273635864257812,40.52217102050781,272,0,,,,,,,,,,,,,,,,
273,0.8014612793922424,0.5402151942253113,20.79531478881836,273,0,,,,,,,,,,,,,,,,
274,1.346329689025879,0.781234860420227,27.228208541870117,274,0,,,,,,,,,,,,,,,,
275,1.429703950881958,0.7990891337394714,28.067676544189453,275,0,,,,,,,,,,,,,,,,
276,0.4709395170211792,0.4323234260082245,10.206587791442871,276,0,,,,,,,,,,,,,,,,
277,0.3371203541755676,0.34585559368133545,6.875441551208496,277,0,,,,,,,,,,,,,,,,
278,2.457394599914551,1.1008094549179077,41.732635498046875,278,0,,,,,,,,,,,,,,,,
279,0.5929983854293823,0.4762517511844635,13.837777137756348,279,0,,,,,,,,,,,,,,,,
280,1.4865100383758545,0.8330020308494568,25.527971267700195,280,0,,,,,,,,,,,,,,,,
281,0.811341404914856,0.5839712023735046,11.584517478942871,281,0,,,,,,,,,,,,,,,,
282,1.1839301586151123,0.6963597536087036,25.910181045532227,282,0,,,,,,,,,,,,,,,,
283,2.7705397605895996,1.1980345249176025,34.99105453491211,283,0,,,,,,,,,,,,,,,,
284,0.4410310983657837,0.45101243257522583,9.234295845031738,284,0,,,,,,,,,,,,,,,,
