step,episode/return,episode/length,track/luigi_circuit_tt/episode_return,track/luigi_circuit_tt/episode_length,env_steps,grad_steps,replay/capacity,replay/fill_ratio,env/id,reward/checkpoint,reward/offroad,reward/wall,reward/finish,reward/position,reward/total,track_sampler/luigi_circuit_tt/weight
106875,-17.193586701558957,260,-17.193586701558957,260,106875,0,52508,0.26254,3,0.10641329844101614,0.0,-17.299999999999972,0.0,0.0,-17.193586701558957,1.0
107259,-3.2567545925637953,253,-3.2567545925637953,253,107259,0,52892,0.26446,1,0.143245407436205,0.0,-3.4000000000000004,0.0,0.0,-3.2567545925637953,1.0
107705,-6.859015805285914,280,-6.859015805285914,280,107705,0,53338,0.26669,2,0.1909841947140901,0.0,-7.050000000000004,0.0,0.0,-6.859015805285914,1.0
107801,-15.13753625306875,387,-15.13753625306875,387,107801,0,53434,0.26717,0,0.11246374693124192,0.0,-15.249999999999993,0.0,0.0,-15.13753625306875,1.0
108075,-10.94699517581774,273,-10.94699517581774,273,108075,0,53708,0.26854,3,0.1530048241822616,0.0,-11.1,0.0,0.0,-10.94699517581774,1.0
108338,-5.355271354343583,249,-5.355271354343583,249,108338,0,53971,0.269855,1,0.09472864565641984,0.0,-5.450000000000003,0.0,0.0,-5.355271354343583,1.0
108655,-11.956916533760408,236,-11.956916533760408,236,108655,0,54288,0.27144,2,0.09308346623959748,0.0,-12.050000000000006,0.0,0.0,-11.956916533760408,1.0
108686,-18.709488681337085,249,-18.709488681337085,249,108686,0,54319,0.271595,0,0.0905113186628922,0.0,-18.79999999999998,0.0,0.0,-18.709488681337085,1.0
109285,-19.519804853895412,272,-19.519804853895412,272,109285,0,54918,0.27459,3,0.13019514610456384,0.0,-19.649999999999977,0.0,0.0,-19.519804853895412,1.0
109425,-3.0446670513982363,246,-3.0446670513982363,246,109425,0,55058,0.27529,1,0.10533294860176418,0.0,-3.1500000000000004,0.0,0.0,-3.0446670513982363,1.0
109524,-20.48111438568775,243,-20.48111438568775,243,109524,0,55157,0.275785,2,0.11888561431221341,0.0,-20.599999999999962,0.0,0.0,-20.48111438568775,1.0
109557,-23.10874813361785,246,-23.10874813361785,246,109557,0,55190,0.27595,0,0.09125186638210132,0.0,-23.199999999999953,0.0,0.0,-23.10874813361785,1.0
110431,-9.143323563368428,236,-9.143323563368428,236,110431,0,56064,0.28032,1,0.10667643663157586,0.0,-9.250000000000004,0.0,0.0,-9.143323563368428,1.0
110475,-9.593722230496612,237,-9.593722230496612,237,110475,0,56108,0.28054,0,0.10627776950338613,0.0,-9.7,0.0,0.0,-9.593722230496612,1.0
110476,-5.638844135035642,289,-5.638844135035642,289,110476,0,56111,0.280555,3,0.16115586496436077,0.0,-5.8000000000000025,0.0,0.0,-5.638844135035642,1.0
110560,-9.023235640981927,263,-9.023235640981927,263,110560,0,56193,0.280965,2,0.17676435901807702,0.0,-9.200000000000003,0.0,0.0,-9.023235640981927,1.0
111290,-14.890653137538735,211,-14.890653137538735,211,111290,0,56923,0.284615,1,0.05934686246125594,0.0,-14.94999999999999,0.0,0.0,-14.890653137538735,1.0
111347,-19.23075470833154,231,-19.23075470833154,231,111347,0,56980,0.2849,0,0.0692452916684358,0.0,-19.299999999999976,0.0,0.0,-19.23075470833154,1.0
111430,0.03290842305059018,221,0.03290842305059018,221,111430,0,57063,0.285315,3,0.08290842305059018,0.0,-0.05,0.0,0.0,0.03290842305059018,1.0
111483,-18.820314845064388,242,-18.820314845064388,242,111483,0,57116,0.28558,2,0.079685154935588,0.0,-18.899999999999974,0.0,0.0,-18.820314845064388,1.0
112429,-7.53272675114093,240,-7.53272675114093,240,112429,0,58062,0.29031,3,0.11727324885907381,0.0,-7.650000000000004,0.0,0.0,-7.53272675114093,1.0
112493,-11.758913070927496,248,-11.758913070927496,248,112493,0,58126,0.29063,2,0.09108692907250446,0.0,-11.850000000000001,0.0,0.0,-11.758913070927496,1.0
112821,-7.660385748572976,382,-7.660385748572976,382,112821,0,58454,0.29227,1,0.18961425142702848,0.0,-7.850000000000004,0.0,0.0,-7.660385748572976,1.0
112926,-0.6764350816477901,410,-0.6764350816477901,410,112926,0,58559,0.292795,0,0.17356491835221,0.0,-0.85,0.0,0.0,-0.6764350816477901,1.0
113384,-11.379347080147785,225,-11.379347080147785,225,113384,0,59017,0.295085,2,0.07065291985221532,0.0,-11.45,0.0,0.0,-11.379347080147785,1.0
113510,-3.898975372480309,287,-3.898975372480309,287,113510,0,59143,0.295715,3,0.2010246275196905,0.0,-4.1,0.0,0.0,-3.898975372480309,1.0
113752,-7.168978576577231,231,-7.168978576577231,231,113752,0,59385,0.296925,1,0.08102142342277195,0.0,-7.2500000000000036,0.0,0.0,-7.168978576577231,1.0
114313,-18.143358807771083,237,-18.143358807771083,237,114313,0,59946,0.29973,2,0.10664119222889776,0.0,-18.249999999999982,0.0,0.0,-18.143358807771083,1.0
114386,-13.341715268674099,231,-13.341715268674099,231,114386,0,60019,0.300095,3,0.10828473132589589,0.0,-13.449999999999996,0.0,0.0,-13.341715268674099,1.0
114390,-8.672359495162969,335,-8.672359495162969,335,114390,0,60025,0.300125,0,0.12764050483703612,0.0,-8.800000000000004,0.0,0.0,-8.672359495162969,1.0
114892,-1.2318089853369671,263,-1.2318089853369671,263,114892,0,60525,0.302625,1,0.16819101466303288,0.0,-1.4,0.0,0.0,-1.2318089853369671,1.0
115484,-6.789128447822906,329,-6.789128447822906,329,115484,0,61117,0.305585,2,0.21087155217709747,0.0,-7.0000000000000036,0.0,0.0,-6.789128447822906,1.0
115538,-13.959227288868107,257,-13.959227288868107,257,115538,0,61171,0.305855,3,0.14077271113188372,0.0,-14.099999999999989,0.0,0.0,-13.959227288868107,1.0
115896,-25.760111391181475,286,-25.760111391181475,286,115896,0,61529,0.307645,1,0.08988860881846884,0.0,-25.84999999999994,0.0,0.0,-25.760111391181475,1.0
115931,-10.002889931222674,360,-10.002889931222674,360,115931,0,61564,0.30782,0,0.14711006877733313,0.0,-10.150000000000007,0.0,0.0,-10.002889931222674,1.0
116522,-17.386388799169772,262,-17.386388799169772,262,116522,0,62155,0.310775,3,0.11361120083021083,0.0,-17.499999999999982,0.0,0.0,-17.386388799169772,1.0
116863,-20.008635148587402,267,-20.008635148587402,267,116863,0,62496,0.31248,1,0.1413648514125658,0.0,-20.149999999999967,0.0,0.0,-20.008635148587402,1.0
116937,-18.433279154736034,252,-18.433279154736034,252,116937,0,62570,0.31285,0,0.11672084526393724,0.0,-18.549999999999972,0.0,0.0,-18.433279154736034,1.0
117442,-4.680930475317915,238,-4.680930475317915,238,117442,0,63075,0.315375,3,0.11906952468208645,0.0,-4.800000000000002,0.0,0.0,-4.680930475317915,1.0
118027,-2.0395762909598973,276,-2.0395762909598973,276,118027,0,63660,0.3183,0,0.21042370904010277,0.0,-2.2499999999999996,0.0,0.0,-2.0395762909598973,1.0
118041,-27.779379775669206,313,-27.779379775669206,313,118041,0,63676,0.31838,1,0.17062022433073623,0.0,-27.94999999999994,0.0,0.0,-27.779379775669206,1.0
118328,-16.588352162672102,631,-16.588352162672102,631,118328,0,63961,0.319805,2,1.111647837327875,0.0,-17.69999999999997,0.0,0.0,-16.588352162672102,1.0
118341,-8.679473935251655,222,-8.679473935251655,222,118341,0,63976,0.31988,3,0.0705260647483494,0.0,-8.750000000000004,0.0,0.0,-8.679473935251655,1.0
118908,-19.868598760024334,233,-19.868598760024334,233,118908,0,64541,0.322705,1,0.081401239975639,0.0,-19.94999999999997,0.0,0.0,-19.868598760024334,1.0
119144,-1.138046305946682,297,-1.138046305946682,297,119144,0,64777,0.323885,0,0.1619536940533182,0.0,-1.3,0.0,0.0,-1.138046305946682,1.0
119372,-15.93431382187551,273,-15.93431382187551,273,119372,0,65005,0.325025,3,0.11568617812446925,0.0,-16.049999999999976,0.0,0.0,-15.93431382187551,1.0
119671,-4.2867068189745385,303,-4.2867068189745385,303,119671,0,65304,0.32652,2,0.1632931810254636,0.0,-4.450000000000002,0.0,0.0,-4.2867068189745385,1.0
119778,-14.895002311789469,242,-14.895002311789469,242,119778,0,65411,0.327055,1,0.10499768821052884,0.0,-14.999999999999996,0.0,0.0,-14.895002311789469,1.0
120484,-20.271386374608298,256,-20.271386374608298,256,120484,0,66117,0.330585,3,0.1286136253916699,0.0,-20.399999999999967,0.0,0.0,-20.271386374608298,1.0
120537,-11.907181101259976,240,-11.907181101259976,240,120537,0,66170,0.33085,2,0.09281889874002208,0.0,-11.999999999999996,0.0,0.0,-11.907181101259976,1.0
120713,-11.78119627181343,246,-11.78119627181343,246,120713,0,66346,0.33173,1,0.11880372818656589,0.0,-11.899999999999995,0.0,0.0,-11.78119627181343,1.0
120741,-3.7424658748792576,360,-3.7424658748792576,360,120741,0,66375,0.331875,0,0.20753412512074346,0.0,-3.9500000000000006,0.0,0.0,-3.7424658748792576,1.0
121383,-7.95412544748058,226,-7.95412544748058,226,121383,0,67016,0.33508,2,0.0958745525194251,0.0,-8.050000000000004,0.0,0.0,-7.95412544748058,1.0
121671,-13.862408054662781,319,-13.862408054662781,319,121671,0,67304,0.33652,3,0.13759194533721258,0.0,-13.999999999999995,0.0,0.0,-13.862408054662781,1.0
121686,-1.1698023004946503,269,-1.1698023004946503,269,121686,0,67321,0.336605,1,0.18019769950534986,0.0,-1.35,0.0,0.0,-1.1698023004946503,1.0
122536,-15.729005759861149,222,-15.729005759861149,222,122536,0,68169,0.340845,3,0.0709942401388417,0.0,-15.799999999999992,0.0,0.0,-15.729005759861149,1.0
122543,-13.240394501727557,210,-13.240394501727557,210,122543,0,68178,0.34089,1,0.0596054982724397,0.0,-13.299999999999997,0.0,0.0,-13.240394501727557,1.0
122715,-17.750650584055006,297,-17.750650584055006,297,122715,0,68348,0.34174,2,0.09934941594497018,0.0,-17.849999999999973,0.0,0.0,-17.750650584055006,1.0
122720,-6.757300710346391,453,-6.757300710346391,453,122720,0,68355,0.341775,0,0.6426992896536126,0.0,-7.400000000000005,0.0,0.0,-6.757300710346391,1.0
123328,-19.69077884101865,211,-19.69077884101865,211,123328,0,68961,0.344805,1,0.05922115898132324,0.0,-19.749999999999968,0.0,0.0,-19.69077884101865,1.0
123404,-23.329455443506603,226,-23.329455443506603,226,123404,0,69037,0.345185,3,0.07054455649334451,0.0,-23.39999999999995,0.0,0.0,-23.329455443506603,1.0
123741,-12.981796302049057,246,-12.981796302049057,246,123741,0,69374,0.34687,0,0.11820369795094365,0.0,-13.100000000000001,0.0,0.0,-12.981796302049057,1.0
123746,-27.5977836449664,258,-27.5977836449664,258,123746,0,69381,0.346905,2,0.10221635503354279,0.0,-27.69999999999994,0.0,0.0,-27.5977836449664,1.0
124340,-8.318840830512675,232,-8.318840830512675,232,124340,0,69973,0.349865,3,0.08115916948733122,0.0,-8.400000000000006,0.0,0.0,-8.318840830512675,1.0
124612,-17.555318856197836,233,-17.555318856197836,233,124612,0,70245,0.351225,2,0.09468114380214526,0.0,-17.64999999999998,0.0,0.0,-17.555318856197836,1.0
124673,-7.64610385521599,248,-7.64610385521599,248,124673,0,70306,0.35153,0,0.10389614478401517,0.0,-7.750000000000005,0.0,0.0,-7.64610385521599,1.0
125050,-13.038709028244016,429,-13.038709028244016,429,125050,0,70683,0.353415,1,0.11129097175598143,0.0,-13.149999999999997,0.0,0.0,-13.038709028244016,1.0
125487,-18.40696293714769,238,-18.40696293714769,238,125487,0,71120,0.3556,2,0.09303706285227901,0.0,-18.499999999999968,0.0,0.0,-18.40696293714769,1.0
125508,-19.505236149912268,230,-19.505236149912268,230,125508,0,71142,0.35571,0,0.09476385008770485,0.0,-19.59999999999997,0.0,0.0,-19.505236149912268,1.0
126041,-15.7332051598922,263,-15.7332051598922,263,126041,0,71674,0.35837,1,0.1167948401077934,0.0,-15.849999999999993,0.0,0.0,-15.7332051598922,1.0
126441,-12.930697384378183,239,-12.930697384378183,239,126441,0,72074,0.36037,2,0.11930261562181556,0.0,-13.049999999999997,0.0,0.0,-12.930697384378183,1.0
126494,-8.26894831209598,235,-8.26894831209598,235,126494,0,72127,0.360635,0,0.08105168790402618,0.0,-8.350000000000003,0.0,0.0,-8.26894831209598,1.0
126788,-13.0911626226591,517,-13.0911626226591,517,126788,0,72421,0.362105,3,0.15883737734089726,0.0,-13.249999999999998,0.0,0.0,-13.0911626226591,1.0
126971,-4.868806210642277,231,-4.868806210642277,231,126971,0,72604,0.36302,1,0.0811937893577244,0.0,-4.950000000000001,0.0,0.0,-4.868806210642277,1.0
127349,-13.958007213924237,240,-13.958007213924237,240,127349,0,72982,0.36491,2,0.09199278607575789,0.0,-14.049999999999995,0.0,0.0,-13.958007213924237,1.0
127649,-13.53939211820519,311,-13.53939211820519,311,127649,0,73282,0.36641,0,0.2106078817948051,0.0,-13.749999999999996,0.0,0.0,-13.53939211820519,1.0
127931,-23.885593428984883,320,-23.885593428984883,320,127931,0,73564,0.36782,3,0.21440657101506772,0.0,-24.09999999999995,0.0,0.0,-23.885593428984883,1.0
128556,-12.5170334077918,224,-12.5170334077918,224,128556,0,74189,0.370945,0,0.08296659220819888,0.0,-12.6,0.0,0.0,-12.5170334077918,1.0
128696,-25.83941570497591,415,-25.83941570497591,415,128696,0,74329,0.371645,1,0.26058429502404257,0.0,-26.09999999999995,0.0,0.0,-25.83941570497591,1.0
128793,-24.6099894978896,373,-24.6099894978896,373,128793,0,74426,0.37213,2,0.1900105021103569,0.0,-24.799999999999955,0.0,0.0,-24.6099894978896,1.0
129100,-7.24682121873939,275,-7.24682121873939,275,129100,0,74733,0.373665,3,0.20317878126061484,0.0,-7.4500000000000055,0.0,0.0,-7.24682121873939,1.0
129586,-6.956725818716966,234,-6.956725818716966,234,129586,0,75219,0.376095,0,0.0932741812830386,0.0,-7.050000000000005,0.0,0.0,-6.956725818716966,1.0
129685,-26.70917141279961,258,-26.70917141279961,258,129685,0,75318,0.37659,1,0.09082858720033066,0.0,-26.799999999999937,0.0,0.0,-26.70917141279961,1.0
129908,-9.258927470414541,275,-9.258927470414541,275,129908,0,75541,0.377705,2,0.14107252958546512,0.0,-9.400000000000006,0.0,0.0,-9.258927470414541,1.0
130021,-10.42940552271968,224,-10.42940552271968,224,130021,0,75654,0.37827,3,0.07059447728032651,0.0,-10.500000000000007,0.0,0.0,-10.42940552271968,1.0
130424,-10.492885813837468,239,-10.492885813837468,239,130424,0,76057,0.380285,0,0.10711418616253399,0.0,-10.600000000000001,0.0,0.0,-10.492885813837468,1.0
131011,-6.885057263001156,272,-6.885057263001156,272,131011,0,76644,0.38322,2,0.1649427369988483,0.0,-7.050000000000003,0.0,0.0,-6.885057263001156,1.0
131121,-20.726010454758324,368,-20.726010454758324,368,131121,0,76754,0.38377,1,0.17398954524164612,0.0,-20.899999999999967,0.0,0.0,-20.726010454758324,1.0
131164,-16.99643884708569,258,-16.99643884708569,258,131164,0,76797,0.383985,3,0.153561152914296,0.0,-17.149999999999984,0.0,0.0,-16.99643884708569,1.0
131420,-20.195776854141872,247,-20.195776854141872,247,131420,0,77053,0.385265,0,0.10422314585810122,0.0,-20.299999999999976,0.0,0.0,-20.195776854141872,1.0
131988,-11.578799128573868,217,-11.578799128573868,217,131988,0,77621,0.388105,1,0.07120087142612623,0.0,-11.649999999999993,0.0,0.0,-11.578799128573868,1.0
132145,-7.535016575357194,282,-7.535016575357194,282,132145,0,77778,0.38889,2,0.16498342464281168,0.0,-7.7000000000000055,0.0,0.0,-7.535016575357194,1.0
132177,-2.8049209185890525,227,-2.8049209185890525,227,132177,0,77810,0.38905,3,0.09507908141094706,0.0,-2.8999999999999995,0.0,0.0,-2.8049209185890525,1.0
132238,-13.17871908287379,221,-13.17871908287379,221,132238,0,77871,0.389355,0,0.07128091712619948,0.0,-13.249999999999991,0.0,0.0,-13.17871908287379,1.0
133008,-15.895134771927527,245,-15.895134771927527,245,133008,0,78641,0.393205,1,0.10486522807245668,0.0,-15.999999999999984,0.0,0.0,-15.895134771927527,1.0
133239,-14.547813641755466,281,-14.547813641755466,281,133239,0,78872,0.39436,3,0.15218635824452276,0.0,-14.69999999999999,0.0,0.0,-14.547813641755466,1.0
133320,-14.696264336658558,286,-14.696264336658558,286,133320,0,78953,0.394765,0,0.1537356633414393,0.0,-14.849999999999998,0.0,0.0,-14.696264336658558,1.0
133477,-10.352503538878073,314,-10.352503538878073,314,133477,0,79110,0.39555,2,0.14749646112193232,0.0,-10.500000000000005,0.0,0.0,-10.352503538878073,1.0
133977,-14.35769169981582,265,-14.35769169981582,265,133977,0,79610,0.39805,1,0.14230830018416696,0.0,-14.499999999999986,0.0,0.0,-14.35769169981582,1.0
134115,-23.655269329402707,231,-23.655269329402707,231,134115,0,79748,0.39874,3,0.09473067059724227,0.0,-23.749999999999947,0.0,0.0,-23.655269329402707,1.0
134246,-18.458022652004054,242,-18.458022652004054,242,134246,0,79879,0.399395,0,0.09197734799592391,0.0,-18.549999999999976,0.0,0.0,-18.458022652004054,1.0
134905,-18.831925197850072,326,-18.831925197850072,326,134905,0,80538,0.40269,2,0.21807480214989705,0.0,-19.04999999999997,0.0,0.0,-18.831925197850072,1.0
134978,-20.55537258280876,252,-20.55537258280876,252,134978,0,80611,0.403055,1,0.1446274171912152,0.0,-20.699999999999974,0.0,0.0,-20.55537258280876,1.0
135144,-7.644578511860065,242,-7.644578511860065,242,135144,0,80777,0.403885,3,0.10542148813994034,0.0,-7.750000000000005,0.0,0.0,-7.644578511860065,1.0
135152,-10.441554350811499,231,-10.441554350811499,231,135152,0,80787,0.403935,0,0.10844564918849778,0.0,-10.549999999999997,0.0,0.0,-10.441554350811499,1.0
136011,-3.978015985240107,215,-3.978015985240107,215,136011,0,81644,0.40822,3,0.07198401475989301,0.0,-4.05,0.0,0.0,-3.978015985240107,1.0
136041,-7.460415265124783,271,-7.460415265124783,271,136041,0,81674,0.40837,2,0.1395847348752229,0.0,-7.600000000000006,0.0,0.0,-7.460415265124783,1.0
136236,-1.1864662399291994,272,-1.1864662399291994,272,136236,0,81869,0.409345,0,0.1135337600708008,0.0,-1.2999999999999998,0.0,0.0,-1.1864662399291994,1.0
136400,-30.43143716702246,382,-30.43143716702246,382,136400,0,82033,0.410165,1,0.1685628329774608,0.0,-30.59999999999992,0.0,0.0,-30.43143716702246,1.0
136992,-25.4812308120727,245,-25.4812308120727,245,136992,0,82625,0.413125,2,0.11876918792724611,0.0,-25.599999999999945,0.0,0.0,-25.4812308120727,1.0
137181,-27.74394923558437,272,-27.74394923558437,272,137181,0,82814,0.41407,0,0.15605076441557508,0.0,-27.89999999999994,0.0,0.0,-27.74394923558437,1.0
137865,-28.539292518947352,417,-28.539292518947352,417,137865,0,83498,0.41749,3,0.11070748105256453,0.0,-28.649999999999913,0.0,0.0,-28.539292518947352,1.0
137970,-14.344515807607895,243,-14.344515807607895,243,137970,0,83603,0.418015,2,0.10548419239210044,0.0,-14.449999999999996,0.0,0.0,-14.344515807607895,1.0
138139,-20.12187939602392,262,-20.12187939602392,262,138139,0,83772,0.41886,0,0.1781206039760424,0.0,-20.299999999999965,0.0,0.0,-20.12187939602392,1.0
138950,-11.041369074282436,232,-11.041369074282436,232,138950,0,84583,0.422915,0,0.10863092571756114,0.0,-11.149999999999997,0.0,0.0,-11.041369074282436,1.0
139106,-10.588173933941388,299,-10.588173933941388,299,139106,0,84739,0.423695,3,0.11182606605861498,0.0,-10.700000000000003,0.0,0.0,-10.588173933941388,1.0
139467,-1.003657759293266,368,-1.003657759293266,368,139467,0,85100,0.4255,2,0.1963422407067341,0.0,-1.2,0.0,0.0,-1.003657759293266,1.0
139548,-45.2957080195054,756,-45.2957080195054,756,139548,0,85181,0.425905,1,1.104291980494624,0.0,-46.40000000000007,0.0,0.0,-45.2957080195054,1.0
139938,-19.35756414015394,246,-19.35756414015394,246,139938,0,85571,0.427855,0,0.09243585984603218,0.0,-19.449999999999974,0.0,0.0,-19.35756414015394,1.0
140377,-14.227251023251073,309,-14.227251023251073,309,140377,0,86010,0.43005,3,0.17274897674892256,0.0,-14.399999999999995,0.0,0.0,-14.227251023251073,1.0
140458,-14.26767693187879,232,-14.26767693187879,232,140458,0,86091,0.430455,1,0.0823230681212052,0.0,-14.349999999999996,0.0,0.0,-14.26767693187879,1.0
140543,-11.69677915042379,253,-11.69677915042379,253,140543,0,86176,0.43088,2,0.10322084957620371,0.0,-11.799999999999995,0.0,0.0,-11.69677915042379,1.0
140888,-15.082973412306412,248,-15.082973412306412,248,140888,0,86521,0.432605,0,0.11702658769358762,0.0,-15.2,0.0,0.0,-15.082973412306412,1.0
141287,-17.592882953146205,232,-17.592882953146205,232,141287,0,86920,0.4346,3,0.10711704685377038,0.0,-17.699999999999974,0.0,0.0,-17.592882953146205,1.0
141374,-8.928432100047239,216,-8.928432100047239,216,141374,0,87007,0.435035,1,0.07156789995276411,0.0,-9.000000000000004,0.0,0.0,-8.928432100047239,1.0
141539,-7.958871131150624,245,-7.958871131150624,245,141539,0,87172,0.43586,2,0.09112886884938116,0.0,-8.050000000000004,0.0,0.0,-7.958871131150624,1.0
141747,-21.87023941073207,240,-21.87023941073207,240,141747,0,87380,0.4369,0,0.07976058926789657,0.0,-21.949999999999964,0.0,0.0,-21.87023941073207,1.0
142410,-16.780869378463077,274,-16.780869378463077,274,142410,0,88043,0.440215,1,0.1691306215369183,0.0,-16.949999999999996,0.0,0.0,-16.780869378463077,1.0
142582,-17.57459817637566,282,-17.57459817637566,282,142582,0,88215,0.441075,2,0.17540182362432064,0.0,-17.74999999999998,0.0,0.0,-17.57459817637566,1.0
142666,-14.42980879634359,226,-14.42980879634359,226,142666,0,88299,0.441495,0,0.07019120365640391,0.0,-14.499999999999995,0.0,0.0,-14.42980879634359,1.0
142909,-19.426384988038404,333,-19.426384988038404,333,142909,0,88542,0.44271,3,0.12361501196156377,0.0,-19.549999999999965,0.0,0.0,-19.426384988038404,1.0
143543,-20.865184037167065,326,-20.865184037167065,326,143543,0,89176,0.44588,1,0.18481596283290697,0.0,-21.04999999999997,0.0,0.0,-20.865184037167065,1.0
143628,-12.769782688970155,235,-12.769782688970155,235,143628,0,89261,0.446305,0,0.08021731102984885,0.0,-12.850000000000003,0.0,0.0,-12.769782688970155,1.0
143685,-0.7484171470973805,276,-0.7484171470973805,276,143685,0,89318,0.44659,2,0.20158285290261968,0.0,-0.9500000000000001,0.0,0.0,-0.7484171470973805,1.0
143966,-16.13330963624041,250,-16.13330963624041,250,143966,0,89599,0.447995,3,0.11669036375957986,0.0,-16.249999999999986,0.0,0.0,-16.13330963624041,1.0
144535,-5.129211792738543,226,-5.129211792738543,226,144535,0,90168,0.45084,0,0.0707882072614587,0.0,-5.200000000000002,0.0,0.0,-5.129211792738543,1.0
144723,-25.085018569282813,292,-25.085018569282813,292,144723,0,90356,0.45178,2,0.16498143071713653,0.0,-25.24999999999995,0.0,0.0,-25.085018569282813,1.0
144944,-19.14840803743443,321,-19.14840803743443,321,144944,0,90577,0.452885,1,0.15159196256554647,0.0,-19.299999999999976,0.0,0.0,-19.14840803743443,1.0
145015,-19.883397329579203,270,-19.883397329579203,270,145015,0,90648,0.45324,3,0.1666026704207711,0.0,-20.049999999999976,0.0,0.0,-19.883397329579203,1.0
145717,-7.7394472055849866,294,-7.7394472055849866,294,145717,0,91350,0.45675,0,0.2105527944150178,0.0,-7.950000000000004,0.0,0.0,-7.7394472055849866,1.0
145804,-18.43550996664294,301,-18.43550996664294,301,145804,0,91437,0.457185,2,0.11449003335703974,0.0,-18.54999999999998,0.0,0.0,-18.43550996664294,1.0
146003,-10.229734369775528,224,-10.229734369775528,224,146003,0,91636,0.45818,3,0.0702656302244767,0.0,-10.300000000000006,0.0,0.0,-10.229734369775528,1.0
146016,-16.095290218104477,246,-16.095290218104477,246,146016,0,91651,0.458255,1,0.10470978189551311,0.0,-16.19999999999999,0.0,0.0,-16.095290218104477,1.0
146617,-5.755756090744684,232,-5.755756090744684,232,146617,0,92250,0.46125,0,0.09424390925531803,0.0,-5.850000000000001,0.0,0.0,-5.755756090744684,1.0
146926,-9.726206216812137,300,-9.726206216812137,300,146926,0,92559,0.462795,2,0.22379378318786622,0.0,-9.950000000000003,0.0,0.0,-9.726206216812137,1.0
146934,-10.330019321524583,228,-10.330019321524583,228,146934,0,92569,0.462845,1,0.0699806784754214,0.0,-10.400000000000004,0.0,0.0,-10.330019321524583,1.0
146988,-2.4806900973112684,225,-2.4806900973112684,225,146988,0,92621,0.463105,3,0.06930990268873131,0.0,-2.55,0.0,0.0,-2.4806900973112684,1.0
147506,-13.69271621869957,235,-13.69271621869957,235,147506,0,93139,0.465695,0,0.10728378130042035,0.0,-13.799999999999992,0.0,0.0,-13.69271621869957,1.0
147797,-9.679072427086213,220,-9.679072427086213,220,147797,0,93430,0.46715,2,0.07092757291379181,0.0,-9.750000000000004,0.0,0.0,-9.679072427086213,1.0
147841,-5.179341310418171,222,-5.179341310418171,222,147841,0,93474,0.46737,1,0.07065868958182957,0.0,-5.250000000000001,0.0,0.0,-5.179341310418171,1.0
147937,-29.208446755699413,246,-29.208446755699413,246,147937,0,93570,0.46785,3,0.09155324430051058,0.0,-29.299999999999926,0.0,0.0,-29.208446755699413,1.0
148821,-5.481457371338555,309,-5.481457371338555,309,148821,0,94454,0.47227,0,0.16854262866144595,0.0,-5.650000000000002,0.0,0.0,-5.481457371338555,1.0
148842,-13.209562943168303,251,-13.209562943168303,251,148842,0,94475,0.472375,1,0.09043705683169156,0.0,-13.299999999999994,0.0,0.0,-13.209562943168303,1.0
148903,-3.1722286857936695,271,-3.1722286857936695,271,148903,0,94536,0.47268,2,0.17777131420633063,0.0,-3.35,0.0,0.0,-3.1722286857936695,1.0
148957,-10.645953437888107,266,-10.645953437888107,266,148957,0,94590,0.47295,3,0.15404656211189602,0.0,-10.800000000000004,0.0,0.0,-10.645953437888107,1.0
149768,-23.305312826654134,229,-23.305312826654134,229,149768,0,95401,0.477005,2,0.09468717334581458,0.0,-23.39999999999995,0.0,0.0,-23.305312826654134,1.0
149779,-22.344419006596397,243,-22.344419006596397,243,149779,0,95414,0.47707,0,0.10558099340355914,0.0,-22.449999999999957,0.0,0.0,-22.344419006596397,1.0
150097,-10.776104929384982,348,-10.776104929384982,348,150097,0,95730,0.47865,1,0.17389507061502207,0.0,-10.950000000000003,0.0,0.0,-10.776104929384982,1.0
150145,0.129888972821443,253,0.129888972821443,253,150145,0,95778,0.47889,3,0.129888972821443,0.0,0.0,0.0,0.0,0.129888972821443,1.0
150905,-0.061077615820843256,267,-0.061077615820843256,267,150905,0,96538,0.48269,0,0.18892238417915677,0.0,-0.25,0.0,0.0,-0.061077615820843256,1.0
151012,-8.405775786026668,250,-8.405775786026668,250,151012,0,96645,0.483225,1,0.1442242139733356,0.0,-8.550000000000006,0.0,0.0,-8.405775786026668,1.0
151127,-5.168842276034149,232,-5.168842276034149,232,151127,0,96760,0.4838,3,0.08115772396585216,0.0,-5.250000000000001,0.0,0.0,-5.168842276034149,1.0
151342,-7.691718015421997,365,-7.691718015421997,365,151342,0,96975,0.484875,2,0.1582819845780082,0.0,-7.850000000000005,0.0,0.0,-7.691718015421997,1.0
151650,-23.27907599996479,221,-23.27907599996479,221,151650,0,97283,0.486415,1,0.07092400003516156,0.0,-23.349999999999948,0.0,0.0,-23.27907599996479,1.0
152350,-13.977282066842779,309,-13.977282066842779,309,152350,0,97983,0.489915,3,0.17271793315721595,0.0,-14.149999999999995,0.0,0.0,-13.977282066842779,1.0
152487,-0.1429529381212981,282,-0.1429529381212981,282,152487,0,98120,0.4906,2,0.10704706187870192,0.0,-0.25,0.0,0.0,-0.1429529381212981,1.0
152783,-10.310861439414646,268,-10.310861439414646,268,152783,0,98416,0.49208,1,0.18913856058535372,0.0,-10.5,0.0,0.0,-10.310861439414646,1.0
