step,episode/return,episode/length,track/luigi_circuit_tt/episode_return,track/luigi_circuit_tt/episode_length,env_steps,grad_steps,replay/capacity,replay/fill_ratio,reward/checkpoint,reward/offroad,reward/wall,reward/finish,reward/position,reward/total,track_sampler/luigi_circuit_tt/weight
333,-18.131475868142147,287,-18.131475868142147,287,333,0,333,0.001665,0.16852413185783052,0.0,-18.29999999999998,0.0,0.0,-18.131475868142147,1.0
565,-7.368449092367426,232,-7.368449092367426,232,565,0,565,0.002825,0.08155090763257897,0.0,-7.450000000000005,0.0,0.0,-7.368449092367426,1.0
